OBJECTID,GEOMETRYID,TRAILNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRAILSTATUS,TRLSURFACE,TRAILTYPE,TRAILCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,ISEXTANT,UNITNAME,GROUPCODE,REGIONCODE,CREATEDATE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCESCALE,SOURCEDATE,XYERROR,FMSSID,ASSETID,NOTES,FEATUREID,EDITBY,CREATEBY,FACILITYTYPE,ASSETCODE,COUNTY,LANDFORM,MANAGEMENTZONE,WATERSHED,LON,LAT,COORD_SYSTEM,DATUM,UTM_ZONE,X_COORD,Y_COORD,STATE,QUADNAME,HERROR,VERROR,PARKDISTRICT,FMSS_LOC,FMSS_ASSET,LOC_NAME,MTFCC,FRA,ACCESS,AGENCY_DAT,ACCESS_STA,ADMIN_ORG,CONG_DIST,DESIGN_USE,HIST_SIGNF,JURIDICT,LAND_PLAN,MANGED_US,MTR_PROHIBITED,NAT_TR_DES,PR_TR_MNTR,PROHIB_USE,ROW,ROAD_SYS,SHARED_SYS,SPC_MGT_AR,GRSM_STATUS,RuleID,Shape__Length
1313,101a1d0e-0f31-438d-b20a-ad0e07e8d14d,Big Creek Trail,,Big Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Big Creek,,,GCS,NAD83,17,,,North Carolina,LUFTEE KNOB,>1m <=5m,,Cosby District,44236,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00576455327096799
1314,ce04766e-2ce4-4791-8887-22e16e95607a,Long Bunk Trail,,Long Bunk Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-05T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Lower Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,COVE CREEK GAP,>1m <=5m,,Cataloochee District,47331,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00321718543623621
1315,f0fd75c2-4066-4b5a-b9fa-7e64618b191e,Little Cataloochee Trail,,Little Cataloochee Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2007-06-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Lower Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,COVE CREEK GAP,>1m <=5m,,Cataloochee District,47332,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0250741655648006
1316,711f7c26-f89d-4746-8163-9c894ddbf426,Pretty Hollow Gap Trail,,Pretty Hollow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,LUFTEE KNOB,>1m <=5m,,Cataloochee District,47579,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0040364101774026
1317,767a28a2-cbb0-4121-bd57-0d3311f4eb4b,Rough Fork Trail,,Rough Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,BUNCHES BALD,>1m <=5m,,Cataloochee District,47586,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0222809873423183
1318,3fbbcf42-f204-48a7-89e1-7f712b80267e,Big Fork Ridge Trail,,Big Fork Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,DELLWOOD,>1m <=5m,,Cataloochee District,47329,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0179840356058631
1319,8b47a931-138f-4cf3-ad02-c64f5bf0079e,Balsam Mountain Trail,,Balsam Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,LUFTEE KNOB,>1m <=5m,,Cataloochee District,47272,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00269829185097837
1320,a624807b-a2f5-4175-b8a0-47124915ecc9,Hughes Ridge Trail,,Hughes Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Upper Raven Fork,,,GCS,NAD83,17,,,North Carolina,MOUNT GUYOT,>1m <=5m,,Cosby District,47308,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00697053142274733
1321,6a299aa8-5782-417d-9a68-478719a5ba9a,Rough Fork Trail,,Rough Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,BUNCHES BALD,>1m <=5m,,Cataloochee District,47586,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.00586549783905989
1322,72aecd58-517f-4ea6-aa9a-937af8fb59b5,Hemphill Bald Trail,,Hemphill Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Haywood,,,Upper Cataloochee Creek,,,GCS,NAD83,17,,,North Carolina,BUNCHES BALD,>1m <=5m,,Cataloochee District,47306,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,2,Horse Trail Located by GPS (Open),0.0212656107466459
1323,8ee12a73-9ec7-403e-b08a-a8c27a21c35c,Davenport Gap Shelter access,,Davenport Gap Shelter access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Cocke,,,Pigeon River-Cripple Creek,,,GCS,NAD83,17,,,Tennessee,WATERVILLE,>1m <=5m,,Cosby District,0,,,Bridle Path ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 11,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Horse Trail Located by GPS (Open),0.00119156732010387
1324,03ffae22-4a35-41ee-a8d9-6773ec36bcc3,#67 Goldmine Branch Access,,#67 Goldmine Branch Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2003-03-20T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Fontana Lake-Tuckasegee River,,,GCS,NAD83,17,,,North Carolina,NOLAND CREEK,>1m <=5m,,Deep Creek District,0,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00293678242071889
1325,09df89da-2c69-488a-8be0-a0baf694201d,Cliff Top viewpoint access,,Cliff Top viewpoint access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-07-14T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,West Prong Little Pigeon River Upper,,,GCS,NAD83,17,,,Tennessee,MOUNT LE CONTE,>1m <=5m,,Little River District,0,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00328079281139919
1326,396441ed-a168-434b-8b79-cdd9d29a1916,Walker Cabin access,,Walker Cabin access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Sevier,,,Little River-Goshen Prong,,,GCS,NAD83,17,,,Tennessee,WEAR COVE,>1m <=5m,,Little River District,0,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 2,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00365810363855057
1327,f86bf3a3-02e4-47d7-ac05-99d8d22ada93,Elijah Oliver Cabin Access Trail,,Elijah Oliver Cabin Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Upper,,,GCS,NAD83,17,,,Tennessee,CADES COVE,>1m <=5m,,Cades Cove District,44270,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 2,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00166820854583491
1328,fffbf65d-387e-4057-8bcb-05dd65dd9a1d,Elijah Oliver Cabin Access Trail,,Elijah Oliver Cabin Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Upper,,,GCS,NAD83,17,,,Tennessee,CADES COVE,>1m <=5m,,Cades Cove District,44270,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 2,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00273224118208512
1329,7c2cd12f-fd9a-44ef-9422-f099330b4546,Thunderhead Prong Quiet Walkway,,Thunderhead Prong Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2008-01-23T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Little River-Crooked Creek,,,GCS,NAD83,17,,,Tennessee,THUNDERHEAD MOUNTAIN,>1m <=5m,,Cades Cove District,44306,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 2,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0105187933772006
1330,6585c4ab-b8ca-406e-bb7b-258187f38d5f,Campsite 16 access,,Campsite 16 access,Park Trail (only),Existing,Native,Standard Terra Trail,"Class 2: Minor Development;",,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Blount,,,Abrams Creek Lower,,,GCS,NAD83,17,,,Tennessee,CALDERWOOD,>1m <=5m,,Cades Cove District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00166670845674433
1334,f6603943-4e18-4a6f-8be7-8b4cf0c87e0c,Noland Creek Trail,,Noland Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2002-08-17T00:00:00.000Z,> 1 m and <= 5 m,,,"Trail centerline is same source geometry as roadbed centerline, sourced from 2011 aerial photography",,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Noland Creek,,,GCS,NAD83,17,,,North Carolina,NOLAND CREEK,>1m <=5m,,Deep Creek District,47564,,,Bridle Path ,Yes,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,Congressional District 1,HIKER/PEDESTRIAN/PACK AND SADDLE,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,"NATIONAL PARK SERVICE SYSTEM ROAD
SERVICE SYSTEM ROAD",,,2,Horse Trail Located by GPS (Open),0.0188890293170515
1335,e202a535-37c9-426c-b4dc-a4d734085911,Floyd Cemetery Access,,Floyd Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Bike Path or Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.000672810613890245
1336,77b2c271-7115-4ed7-9cb5-ddf90193f3ab,Floyd Cemetery Access Trail,,Floyd Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Bike Path or Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00047042880395795
1337,b3dec5bc-4761-4947-bc77-39e8019da4d0,Queen Cemetery Access,,Queen Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Bike Path or Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00352891548187548
1338,adb0e356-c943-4772-b9f7-9e523c656ec0,Enloe-Mingus Cemetery Access,,Enloe-Mingus Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00104661745679281
1339,88808e3c-c974-4cc3-84cd-1b53b5bd9465,Nations Cemetery Access,,Nations Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00286557087144068
1340,13eb183e-10a0-47b4-9357-67d35bf8bbfc,Mings Creek-Watson Cemetery Access,,Mings Creek-Watson Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,2014-05-30T00:00:00.000Z,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.0139019423999186
1341,bfad9ca1-2627-45e8-81ea-bbca0be75df8,Chambers Cemetery Access,,Chambers Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00978022608595605
1342,6d577fca-8d53-4118-b9b8-8016b2b233dd,Conner Cemetery Access,,Conner Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00205220826541723
1343,2b09dfd0-2740-49c7-8f44-3f8a2f3dc833,Old Beck Cemetery Access,,Old Beck Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00143573359322962
1344,f20db6e3-3d05-4f7f-9edf-68da0313da7a,New Beck-Huskey Cemetery Access,,New Beck-Huskey Cemetery Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,Public ,Unrestricted,GRSM,Yes,Great Smoky Mountains National Park,,Southeast Region,2017-07-26T16:21:53.461Z,2017-07-26T16:21:53.461Z,Differential GPS,,,,> 1 m and <= 5 m,,,,,GRSM_GIS,GRSM_GIS,,Trail,Swain,,,Lower Oconaluftee River,,,GCS,NAD83,17,,,North Carolina,SMOKEMONT,>1m <=5m,,Oconaluftee District,,,,Walkway/Pedestrian Trail ,,Open,NATIONAL PARK SERVICE,NOT EVALUATED,GRSM,,HIKER/PEDESTRIAN,NOT EVALUATED,NATIONAL PARK SERVICE,,,YES,,NATIONAL PARK SERVICE,,,,,,1,Trail Located by GPS (Open),0.00159445770783996
