NationalParkName,OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
Great Smoky Mountains National Park,1228,Big Creek Horse,,Big Creek Horse,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1229,Low Gap Trail Access,,Low Gap Trail Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1230,Snake Den Ridge Trail,,Snake Den Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1231,Porters Creek Trail,,Porters Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1232,Thomas Divide Trail,,Thomas Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1233,Thomas Divide Trail,,Thomas Divide Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1234,Hazel Creek Trail,,Hazel Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1235,Hazel Creek Trail,,Hazel Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1236,Lakeshore Trail,,Lakeshore Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1237,Bradley Fork Trail,,Bradley Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 2: Minor Development;,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1238,Little Brier Gap Trail,,Little Brier Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-05T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1239,Tritt Cemetery Access Trail,,Tritt Cemetery Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1240,Bote Mountain Trail,,Bote Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1241,Snake Den Ridge Trail,,Snake Den Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1242,Snake Den Ridge Trail,,Snake Den Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1243,Snake Den Ridge Trail,,Snake Den Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1244,Noland Creek Trail,,Noland Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1245,Clingmans Dome Trail,,Clingmans Dome Trail,Park Trail (only),Existing,Asphalt,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-06T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1246,Clingmans Dome Trail,,Clingmans Dome Trail,Park Trail (only),Existing,Asphalt,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-07-06T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1247,Beech Gap Trail,,Beech Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1248,Palmer Creek Trail,,Palmer Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-19T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1249,Rough Fork Trail,,Rough Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1250,Indian Creek Motor Trail,,Indian Creek Motor Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1251,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1252,Foothills Spur Trail ,,Foothills Spur Trail ,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2009-04-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1253,Lakeshore Trail,,Lakeshore Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1254,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1255,Baxter Creek Trail,,Baxter Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1256,Hazel Creek Trail,,Hazel Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1257,Oconaluftee River Trail,,Oconaluftee River Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-18T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1258,Newton Bald Concession Horse Trail Loop,,Newton Bald Concession Horse Trail Loop,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1259,Ferguson Cabin Horse Trail,,Ferguson Cabin Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-04T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1260,McKee Branch Trail,,McKee Branch Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-06T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1261,Cataloochee Horse Trail,,Cataloochee Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2009-04-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1262,Big Creek Horse,,Big Creek Horse,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1263,Two Mile Lead Concession Horse Trail,,Two Mile Lead Concession Horse Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-24T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1264,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-15T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1265,Fork Ridge Trail,,Fork Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1266,Fork Ridge Trail,,Fork Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-06-26T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1267,Crib Gap Trail,,Crib Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1268,Twin Creeks Trail,,Twin Creeks Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1269,Smokemont Loop Trail,,Smokemont Loop Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1270,Bradley Fork Trail,,Bradley Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1271,Kanati Fork Quiet Walkway,,Kanati Fork Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1272,Balsom Point Quiet Walkway,,Balsom Point Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2012-04-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1273,Balsom Point Quiet Walkway,,Balsom Point Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2012-04-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1274,Balsom Point Quiet Walkway,,Balsom Point Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2012-04-30T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1275,Balsam Point Quiet Walkway,,Balsam Point Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1276,Balsam Point Quiet Walkway,,Balsam Point Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1277,Bullhead View Quiet Walkway,,Bullhead View Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1278,Bullhead View Quiet Walkway,,Bullhead View Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1279,Bullhead View Quiet Walkway,,Bullhead View Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1280,Bullhead View Quiet Walkway,,Bullhead View Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1281,Bullhead View Quiet Walkway,,Bullhead View Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1282,Riverview Quiet Walkway,,Riverview Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1283,Riverview Quiet Walkway,,Riverview Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1284,Beech Flats Quiet Walkway,,Beech Flats Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1285,Swinging Bridge Quiet Walkway,,Swinging Bridge Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1286,Avent Cabin access,,Avent Cabin access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1287,Jakes Creek Trail,,Jakes Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1288,Laurel Falls Quiet Walkway,,Laurel Falls Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1289,Laurel Falls Quiet Walkway,,Laurel Falls Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2004-03-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1290,Big White Oak Quiet Walkway,,Big White Oak Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-02-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1291,Big White Oak Quiet Walkway,,Big White Oak Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-02-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1292,Hickory Flats Quiet Walkway,,Hickory Flats Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1293,Hickory Flats Quiet Walkway,,Hickory Flats Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1294,Hickory Flats Quiet Walkway,,Hickory Flats Quiet Walkway,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1295,Mingus Creek Trail,,Mingus Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1296,Smokemont Loop Trail,,Smokemont Loop Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 5: Fully Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1297,Chasteen Creek Trail,,Chasteen Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1298,Deep Creek Trail,,Deep Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2008-05-07T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1299,Noland Creek Trail,,Noland Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1300,Bear Creek Trail,,Bear Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-09-17T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1301,Jenkins Ridge Trail,,Jenkins Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2007-06-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1302,Lakeshore Trail,,Lakeshore Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-09-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1303,Eagle Creek Trail,,Eagle Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-29T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1304,Appalachian Trail,,Appalachian Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1305,Rabbit Creek Trail,,Rabbit Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-22T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1306,Scott Mountain Trail,,Scott Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1307,Lynn Camp Prong Trail,,Lynn Camp Prong Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-06T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1308,Greenbrier Ridge Trail,,Greenbrier Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-31T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1309,Jakes Creek Trail,,Jakes Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-01-12T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1310,Little River Trail,,Little River Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-05T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1311,Laurel Falls Trail,,Laurel Falls Trail,Park Trail (only),Existing,Asphalt,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-05T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1312,Ramsey Cascades Trail,,Ramsey Cascades Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2005-11-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1313,Big Creek Trail,,Big Creek Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1314,Long Bunk Trail,,Long Bunk Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-05T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1315,Little Cataloochee Trail,,Little Cataloochee Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2007-06-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1316,Pretty Hollow Gap Trail,,Pretty Hollow Gap Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1317,Rough Fork Trail,,Rough Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1318,Big Fork Ridge Trail,,Big Fork Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-13T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1319,Balsam Mountain Trail,,Balsam Mountain Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-11T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1320,Hughes Ridge Trail,,Hughes Ridge Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1321,Rough Fork Trail,,Rough Fork Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-23T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1322,Hemphill Bald Trail,,Hemphill Bald Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-01T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1323,Davenport Gap Shelter access,,Davenport Gap Shelter access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 1: Undeveloped,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-28T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1324,#67 Goldmine Branch Access,,#67 Goldmine Branch Access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2003-03-20T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1325,Cliff Top viewpoint access,,Cliff Top viewpoint access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-07-14T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1326,Walker Cabin access,,Walker Cabin access,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2006-02-02T00:00:00.000Z,> 1 m and <= 5 m,,
Great Smoky Mountains National Park,1327,Elijah Oliver Cabin Access Trail,,Elijah Oliver Cabin Access Trail,Park Trail (only),Existing,Native,Standard Terra Trail,Class 3: Developed,,GRSM,2017-07-26T16:21:53.461Z,Differential GPS,,2002-08-25T00:00:00.000Z,> 1 m and <= 5 m,,
